"","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","SubjectID_left_unique","SubjectID_right_unique","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Trial"
"5306","56","53","Female","Male",22,18,"Stim\r21y03g15b37.jpeg","Stim\r15y16g12b03.jpeg",21,15,3,16,15,12,37,3,-1,1,1,0,1,0,0,3.283,2.134,1.472,0,1,"grøn","56_53","56_1","53_1",-3,1,0,1,"Left_lead","Female","Male","surrender",95
"5307","56","53","Female","Male",22,18,"Stim\r07y14g27b22.jpeg","Stim\r06y14g31b25.jpeg",7,6,14,14,27,31,22,25,2,-2,1,0,1,0,1,1.243,3.505,5.394,0,1,"grøn","56_53","56_1","53_1",4,0,1,1,"Left_lead","Female","Male","stick",96
"5308","56","53","Female","Male",22,18,"Stim\r18y19g14b27.jpeg","Stim\r21y24g16b04.jpeg",18,21,19,24,14,16,27,4,-1,1,0,-1,0,1,0,1.14,2.301,0,1.412,1,"grøn","56_53","56_1","53_1",2,1,0,0,"Right_lead","Male","Female","surrender",97
"5310","56","54","Female","Female",22,18,"Stim\r10y07g11b10.jpeg","Stim\r14y20g16b10.jpeg",10,14,7,20,11,16,10,10,1,-1,1,0,1,0,1,1.378,1.602,2.568,0,2,"rød","56_54","56_2","54_2",4,0,1,1,"Left_lead","Female","Female","stick",2
"5315","56","54","Female","Female",22,18,"Stim\r20y14g02b19.jpeg","Stim\r22y23g20b06.jpeg",20,22,14,23,2,20,19,6,-2,3,0,1,0,1,1,1.345,1.526,0,2.607,2,"rød","56_54","56_2","54_2",2,1,0,1,"Right_lead","Female","Female","stick",7
"5318","56","54","Female","Female",22,18,"Stim\r20y04g39b23.jpeg","Stim\r17y20g40b07.jpeg",20,17,4,20,39,40,23,7,-2,2,1,0,1,0,0,1.804,1.149,4.221,0,2,"rød","56_54","56_2","54_2",-3,1,0,1,"Left_lead","Female","Female","surrender",10
"5320","56","54","Female","Female",22,18,"Stim\r15y05g12b10.jpeg","Stim\r14y10g15b15.jpeg",15,14,5,10,12,15,10,15,-1,2,1,0,1,0,0,1.902,1.116,4.031,0,2,"rød","56_54","56_2","54_2",-1,1,0,1,"Left_lead","Female","Female","surrender",12
"5322","56","54","Female","Female",22,18,"Stim\r09y02g05b02.jpeg","Stim\r08y23g10b29.jpeg",9,8,2,23,5,10,2,29,-1,1,0,1,1,0,0,1.015,0.863,0,2.899,2,"rød","56_54","56_2","54_2",-1,1,0,1,"Right_lead","Female","Female","stick",14
"5324","56","54","Female","Female",22,18,"Stim\r21y01g04b27.jpeg","Stim\r17y11g38b07.jpeg",21,17,1,11,4,38,27,7,1,-2,0,1,0,1,0,1.129,0.992,0,2.401,2,"rød","56_54","56_2","54_2",-4,0,1,1,"Right_lead","Female","Female","surrender",16
"5325","56","54","Female","Female",22,18,"Stim\r19y10g06b15.jpeg","Stim\r22y35g09b11.jpeg",19,22,10,35,6,9,15,11,-1,1,-1,0,0,1,0,1.373,0.853,1.547,0,2,"rød","56_54","56_2","54_2",3,1,0,0,"Left_lead","Female","Female","stick",17
"5330","56","54","Female","Female",22,18,"Stim\r06y14g31b25.jpeg","Stim\r14y08g21b39.jpeg",6,14,14,8,31,21,25,39,1,-1,0,-1,1,0,0,2.303,0.948,0,1.897,2,"rød","56_54","56_2","54_2",8,0,1,0,"Right_lead","Female","Female","stick",22
"5331","56","54","Female","Female",22,18,"Stim\r17y07g07b24.jpeg","Stim\r15y05g12b10.jpeg",17,15,7,5,7,12,24,10,1,-1,1,0,0,1,0,1.652,0.865,1.462,0,2,"rød","56_54","56_2","54_2",-2,0,1,1,"Left_lead","Female","Female","stick",23
"5334","56","54","Female","Female",22,18,"Stim\r16y09g06b10.jpeg","Stim\r07y02g03b06.jpeg",16,7,9,2,6,3,10,6,-1,2,1,0,1,0,0,2.8,1.162,26.678,0,2,"blå","56_54","56_2","54_2",-4,1,0,1,"Left_lead","Female","Female","surrender",26
"5335","56","54","Female","Female",22,18,"Stim\r08y09g09b11.jpeg","Stim\r09y07g06b09.jpeg",8,9,9,7,9,6,11,9,-1,1,1,0,1,0,0,5.265,1.11,3.429,0,2,"blå","56_54","56_2","54_2",-2,1,0,1,"Left_lead","Female","Female","surrender",27
"5339","56","54","Female","Female",22,18,"Stim\r09y06g26b32.jpeg","Stim\r11y14g08b23.jpeg",9,11,6,14,26,8,32,23,-1,2,0,1,1,0,0,1.604,1.215,0,1.641,2,"blå","56_54","56_2","54_2",-9,1,0,1,"Right_lead","Female","Female","stick",31
"5340","56","54","Female","Female",22,18,"Stim\r10y37g07b02.jpeg","Stim\r08y12g20b03.jpeg",10,8,37,12,7,20,2,3,1,-1,0,1,1,0,1,0.931,1.362,0,1.506,2,"blå","56_54","56_2","54_2",1,0,1,1,"Right_lead","Female","Female","surrender",32
"5344","56","54","Female","Female",22,18,"Stim\r02y19g24b04.jpeg","Stim\r09y02g05b02.jpeg",2,9,19,2,24,5,4,2,1,-2,0,1,0,1,0,1.576,1.139,0,1.909,2,"blå","56_54","56_2","54_2",-2,0,1,1,"Right_lead","Female","Female","surrender",36
"5346","56","54","Female","Female",22,18,"Stim\r19y15g35b05.jpeg","Stim\r07y02g03b06.jpeg",19,7,15,2,35,3,5,6,1,-1,-1,0,1,0,0,0.983,1.229,2.5,0,2,"blå","56_54","56_2","54_2",1,0,1,0,"Left_lead","Female","Female","surrender",38
"5348","56","54","Female","Female",22,18,"Stim\r15y05g12b10.jpeg","Stim\r22y35g09b11.jpeg",15,22,5,35,12,9,10,11,1,-3,0,-1,1,0,0,1.354,1.583,0,1.311,2,"blå","56_54","56_2","54_2",1,0,1,0,"Right_lead","Female","Female","stick",40
"5349","56","54","Female","Female",22,18,"Stim\r12y12g14b26.jpeg","Stim\r18y19g14b27.jpeg",12,18,12,19,14,14,26,27,3,-1,0,1,1,0,1,1.383,2.08,0,1.21,2,"blå","56_54","56_2","54_2",1,0,1,1,"Right_lead","Female","Female","surrender",41
"5350","56","54","Female","Female",22,18,"Stim\r17y22g16b15.jpeg","Stim\r02y10g14b11.jpeg",17,2,22,10,16,14,15,11,-1,1,-1,0,1,0,1,1.24,1.019,2.433,0,2,"blå","56_54","56_2","54_2",-4,1,0,0,"Left_lead","Female","Female","stick",42
"5353","56","54","Female","Female",22,18,"Stim\r14y08g21b39.jpeg","Stim\r10y13g07b36.jpeg",14,10,8,13,21,7,39,36,-2,1,0,-1,1,0,1,1.235,1.848,0,1.24,2,"blå","56_54","56_2","54_2",-3,1,0,0,"Right_lead","Female","Female","surrender",45
"5357","56","54","Female","Female",22,18,"Stim\r04y39g24b15.jpeg","Stim\r06y36g16b14.jpeg",4,6,39,36,24,16,15,14,-2,1,-1,0,1,0,1,1.171,1.169,1.692,0,2,"gul","56_54","56_2","54_2",-3,1,0,0,"Left_lead","Female","Female","stick",49
"5358","56","54","Female","Female",22,18,"Stim\r22y23g20b06.jpeg","Stim\r21y31g06b08.jpeg",22,21,23,31,20,6,6,8,1,-1,1,0,1,0,1,1.197,0.626,8.255,0,2,"gul","56_54","56_2","54_2",8,0,1,1,"Left_lead","Female","Female","stick",50
"5359","56","54","Female","Female",22,18,"Stim\r16y09g06b10.jpeg","Stim\r09y07g06b09.jpeg",16,9,9,7,6,6,10,9,-1,1,0,1,1,0,0,2.065,0.91,0,3.079,2,"gul","56_54","56_2","54_2",-2,1,0,1,"Right_lead","Female","Female","stick",51
"5367","56","54","Female","Female",22,18,"Stim\r08y23g10b29.jpeg","Stim\r17y20g40b07.jpeg",8,17,23,20,10,40,29,7,-1,3,0,1,1,0,0,1.719,1.316,0,2.737,2,"gul","56_54","56_2","54_2",-3,1,0,1,"Right_lead","Female","Female","stick",59
"5368","56","54","Female","Female",22,18,"Stim\r03y11g01b26.jpeg","Stim\r16y09g06b10.jpeg",3,16,11,9,1,6,26,10,-1,1,0,-1,1,0,1,2.328,1.957,0,1.429,2,"gul","56_54","56_2","54_2",-2,1,0,0,"Right_lead","Female","Female","surrender",60
"5370","56","54","Female","Female",22,18,"Stim\r04y16g13b13.jpeg","Stim\r06y14g31b25.jpeg",4,6,16,14,13,31,13,25,-2,2,-1,0,1,0,1,1.203,1.616,2.78,0,2,"gul","56_54","56_2","54_2",-2,1,0,0,"Left_lead","Female","Female","stick",62
"5374","56","54","Female","Female",22,18,"Stim\r11y13g22b35.jpeg","Stim\r17y12g19b18.jpeg",11,17,13,12,22,19,35,18,2,-1,1,0,0,1,0,1.968,1.481,3.578,0,2,"gul","56_54","56_2","54_2",-1,0,1,1,"Left_lead","Female","Female","stick",66
"5377","56","54","Female","Female",22,18,"Stim\r06y19g29b08.jpeg","Stim\r15y17g24b30.jpeg",6,15,19,17,29,24,8,30,-1,1,1,0,1,0,0,1.176,1.006,1.562,0,2,"gul","56_54","56_2","54_2",-2,1,0,1,"Left_lead","Female","Female","surrender",69
"5378","56","54","Female","Female",22,18,"Stim\r13y33g08b23.jpeg","Stim\r06y36g16b14.jpeg",13,6,33,36,8,16,23,14,-1,2,1,0,0,1,1,0.999,1.194,2.43,0,2,"gul","56_54","56_2","54_2",3,1,0,1,"Left_lead","Female","Female","surrender",70
"5387","56","54","Female","Female",22,18,"Stim\r12y12g14b26.jpeg","Stim\r14y10g15b15.jpeg",12,14,12,10,14,15,26,15,1,-3,0,-1,1,0,0,1.205,1.518,0,1.351,2,"grøn","56_54","56_2","54_2",1,0,1,0,"Right_lead","Female","Female","stick",79
"5388","56","54","Female","Female",22,18,"Stim\r13y24g05b28.jpeg","Stim\r21y31g06b08.jpeg",13,21,24,31,5,6,28,8,1,-1,0,1,1,0,1,4.098,0.842,0,2.172,2,"grøn","56_54","56_2","54_2",1,0,1,1,"Right_lead","Female","Female","surrender",80
"5390","56","54","Female","Female",22,18,"Stim\r20y14g02b19.jpeg","Stim\r03y11g01b26.jpeg",20,3,14,11,2,1,19,26,1,-1,-1,0,0,1,1,4.278,1.006,2.742,0,2,"grøn","56_54","56_2","54_2",-1,0,1,0,"Left_lead","Female","Female","surrender",82
"5392","56","54","Female","Female",22,18,"Stim\r15y05g12b10.jpeg","Stim\r08y09g09b11.jpeg",15,8,5,9,12,9,10,11,-1,1,0,1,1,0,0,0.77,0.984,0,1.824,2,"grøn","56_54","56_2","54_2",-3,1,0,1,"Right_lead","Female","Female","stick",84
"5393","56","54","Female","Female",22,18,"Stim\r14y20g16b10.jpeg","Stim\r03y06g12b09.jpeg",14,3,20,6,16,12,10,9,-2,1,0,-1,1,0,1,1.241,0.836,0,1.144,2,"grøn","56_54","56_2","54_2",-4,1,0,0,"Right_lead","Female","Female","surrender",85
"5395","56","54","Female","Female",22,18,"Stim\r16y09g06b10.jpeg","Stim\r16y21g04b04.jpeg",16,16,9,21,6,4,10,4,-2,1,-1,0,1,0,1,1.216,1.655,1.777,0,2,"grøn","56_54","56_2","54_2",-2,1,0,0,"Left_lead","Female","Female","stick",87
"5400","56","54","Female","Female",22,18,"Stim\r21y31g06b08.jpeg","Stim\r20y14g02b19.jpeg",21,20,31,14,6,2,8,19,-1,1,-1,0,1,0,1,0.929,0.942,1.52,0,2,"grøn","56_54","56_2","54_2",-4,1,0,0,"Left_lead","Female","Female","stick",92
"5408","59","57","Male","Male",21,22,"Stim\r16y21g04b04.jpeg","Stim\r10y37g07b02.jpeg",16,10,21,37,4,7,4,2,-2,1,0,-1,1,0,1,2.098,1.457,0,1.813,1,"rød","59_57","59_1","57_1",-6,1,0,0,"Right_lead","Male","Male","surrender",4
"5409","59","57","Male","Male",21,22,"Stim\r10y02g36b05.jpeg","Stim\r16y09g06b10.jpeg",10,16,2,9,36,6,5,10,-1,2,1,0,0,1,1,3.14,1.352,5.118,0,1,"rød","59_57","59_1","57_1",6,1,0,1,"Left_lead","Male","Male","surrender",5
"5410","59","57","Male","Male",21,22,"Stim\r02y19g24b04.jpeg","Stim\r05y09g02b34.jpeg",2,5,19,9,24,2,4,34,1,-2,-1,0,1,0,0,4.689,1.668,2.894,0,1,"rød","59_57","59_1","57_1",3,0,1,0,"Left_lead","Male","Male","surrender",6
"5411","59","57","Male","Male",21,22,"Stim\r05y40g33b16.jpeg","Stim\r08y12g20b03.jpeg",5,8,40,12,33,20,16,3,-2,2,0,-1,0,1,0,2.668,1.448,0,2.174,1,"rød","59_57","59_1","57_1",3,1,0,0,"Right_lead","Male","Male","surrender",7
"5415","59","57","Male","Male",21,22,"Stim\r13y33g08b23.jpeg","Stim\r12y09g30b18.jpeg",13,12,33,9,8,30,23,18,-2,3,0,-1,1,0,1,3.097,1.46,0,1.926,1,"rød","59_57","59_1","57_1",-1,1,0,0,"Right_lead","Male","Male","surrender",11
"5423","59","57","Male","Male",21,22,"Stim\r08y23g10b29.jpeg","Stim\r11y13g22b35.jpeg",8,11,23,13,10,22,29,35,-2,1,-1,0,0,1,0,2.311,2.065,2.97,0,1,"rød","59_57","59_1","57_1",3,1,0,0,"Left_lead","Male","Male","stick",19
"5424","59","57","Male","Male",21,22,"Stim\r12y07g16b25.jpeg","Stim\r15y16g12b03.jpeg",12,15,7,16,16,12,25,3,-4,1,-1,0,0,1,0,1.916,1.013,2.045,0,1,"rød","59_57","59_1","57_1",3,1,0,0,"Left_lead","Male","Male","stick",20
"5425","59","57","Male","Male",21,22,"Stim\r16y09g06b10.jpeg","Stim\r15y16g12b03.jpeg",16,15,9,16,6,12,10,3,-2,2,1,0,1,0,0,2.371,1.216,4.061,0,1,"rød","59_57","59_1","57_1",-1,1,0,1,"Left_lead","Male","Male","surrender",21
"5431","59","57","Male","Male",21,22,"Stim\r04y39g24b15.jpeg","Stim\r22y35g09b11.jpeg",4,22,39,35,24,9,15,11,-2,1,0,-1,1,0,1,1.802,1.665,0,1.468,1,"blå","59_57","59_1","57_1",-4,1,0,0,"Right_lead","Male","Male","surrender",27
"5433","59","57","Male","Male",21,22,"Stim\r17y11g38b07.jpeg","Stim\r15y16g12b03.jpeg",17,15,11,16,38,12,7,3,2,-2,0,1,0,1,0,1.321,2.016,0,1.237,1,"blå","59_57","59_1","57_1",-4,0,1,1,"Right_lead","Male","Male","surrender",29
"5436","59","57","Male","Male",21,22,"Stim\r08y23g10b29.jpeg","Stim\r06y14g31b25.jpeg",8,6,23,14,10,31,29,25,-4,3,0,-1,1,0,1,1.483,1.925,0,1.379,1,"blå","59_57","59_1","57_1",-4,1,0,0,"Right_lead","Male","Male","surrender",32
"5440","59","57","Male","Male",21,22,"Stim\r18y19g14b27.jpeg","Stim\r14y12g04b29.jpeg",18,14,19,12,14,4,27,29,-2,3,1,0,0,1,1,1.863,1.159,2.176,0,1,"blå","59_57","59_1","57_1",2,1,0,1,"Left_lead","Male","Male","surrender",36
"5445","59","57","Male","Male",21,22,"Stim\r02y19g24b04.jpeg","Stim\r08y12g20b03.jpeg",2,8,19,12,24,20,4,3,-1,2,0,1,1,0,0,1.181,1.227,0,1.764,1,"blå","59_57","59_1","57_1",-1,1,0,1,"Right_lead","Male","Male","stick",41
"5446","59","57","Male","Male",21,22,"Stim\r02y10g14b11.jpeg","Stim\r10y03g03b07.jpeg",2,10,10,3,14,3,11,7,-2,1,0,-1,1,0,1,1.137,1.001,0,1.053,1,"blå","59_57","59_1","57_1",-4,1,0,0,"Right_lead","Male","Male","surrender",42
"5452","59","57","Male","Male",21,22,"Stim\r05y28g23b30.jpeg","Stim\r08y23g10b29.jpeg",5,8,28,23,23,10,30,29,-2,3,1,0,1,0,0,1.395,1.307,1.533,0,1,"blå","59_57","59_1","57_1",-1,1,0,1,"Left_lead","Male","Male","surrender",48
"5454","59","57","Male","Male",21,22,"Stim\r12y07g07b17.jpeg","Stim\r15y05g12b10.jpeg",12,15,7,5,7,12,17,10,-4,1,0,-1,1,0,1,1.263,1.492,0,1.122,1,"gul","59_57","59_1","57_1",-2,1,0,0,"Right_lead","Male","Male","surrender",50
"5458","59","57","Male","Male",21,22,"Stim\r12y07g16b25.jpeg","Stim\r15y05g12b10.jpeg",12,15,7,5,16,12,25,10,-1,1,0,-1,1,0,1,1.575,0.887,0,1.446,1,"gul","59_57","59_1","57_1",-2,1,0,0,"Right_lead","Male","Male","surrender",54
"5467","59","57","Male","Male",21,22,"Stim\r17y12g19b18.jpeg","Stim\r09y15g18b07.jpeg",17,9,12,15,19,18,18,7,-1,2,1,0,0,1,1,1.328,1.091,1.516,0,1,"gul","59_57","59_1","57_1",3,1,0,1,"Left_lead","Male","Male","surrender",63
"5468","59","57","Male","Male",21,22,"Stim\r18y19g14b27.jpeg","Stim\r08y23g10b29.jpeg",18,8,19,23,14,10,27,29,-2,2,0,-1,0,1,0,2.534,1.313,0,1.307,1,"gul","59_57","59_1","57_1",4,1,0,0,"Right_lead","Male","Male","surrender",64
"5471","59","57","Male","Male",21,22,"Stim\r06y36g16b14.jpeg","Stim\r22y35g09b11.jpeg",6,22,36,35,16,9,14,11,-1,2,0,1,1,0,0,1.881,1.01,0,0.973,1,"gul","59_57","59_1","57_1",-1,1,0,1,"Right_lead","Male","Male","stick",67
"5473","59","57","Male","Male",21,22,"Stim\r22y35g09b11.jpeg","Stim\r01y27g01b01.jpeg",22,1,35,27,9,1,11,1,-2,2,0,-1,1,0,1,1.089,0.936,0,1.687,1,"gul","59_57","59_1","57_1",-8,1,0,0,"Right_lead","Male","Male","surrender",69
"5474","59","57","Male","Male",21,22,"Stim\r10y27g22b14.jpeg","Stim\r22y23g20b06.jpeg",10,22,27,23,22,20,14,6,-3,1,0,-1,1,0,1,1.724,1.454,0,1.016,1,"gul","59_57","59_1","57_1",-4,1,0,0,"Right_lead","Male","Male","surrender",70
"5478","59","57","Male","Male",21,22,"Stim\r11y13g22b35.jpeg","Stim\r15y17g24b30.jpeg",11,15,13,17,22,24,35,30,-2,1,-1,0,0,1,0,1.331,0.914,1.481,0,1,"grøn","59_57","59_1","57_1",2,1,0,0,"Left_lead","Male","Male","stick",74
"5480","59","57","Male","Male",21,22,"Stim\r02y10g14b11.jpeg","Stim\r12y07g16b25.jpeg",2,12,10,7,14,16,11,25,-2,1,0,-1,0,1,0,1.305,1.5,0,0.992,1,"grøn","59_57","59_1","57_1",2,1,0,0,"Right_lead","Male","Male","surrender",76
"5487","59","57","Male","Male",21,22,"Stim\r17y22g16b15.jpeg","Stim\r17y07g07b24.jpeg",17,17,22,7,16,7,15,24,-2,1,-1,0,1,0,1,0.996,0.825,1.813,0,1,"grøn","59_57","59_1","57_1",-9,1,0,0,"Left_lead","Male","Male","stick",83
"5492","59","57","Male","Male",21,22,"Stim\r10y37g07b02.jpeg","Stim\r10y03g03b07.jpeg",10,10,37,3,7,3,2,7,-1,1,0,-1,1,0,1,0.946,1.261,0,1.057,1,"grøn","59_57","59_1","57_1",-4,1,0,0,"Right_lead","Male","Male","surrender",88
"5494","59","57","Male","Male",21,22,"Stim\r10y07g11b10.jpeg","Stim\r15y16g12b03.jpeg",10,15,7,16,11,12,10,3,1,-1,-1,0,1,0,0,2.462,1.019,3.039,0,1,"grøn","59_57","59_1","57_1",1,0,1,0,"Left_lead","Male","Male","surrender",90
"5496","59","57","Male","Male",21,22,"Stim\r20y04g39b23.jpeg","Stim\r19y15g35b05.jpeg",20,19,4,15,39,35,23,5,-3,2,0,-1,1,0,1,1.978,0.908,0,1.265,1,"grøn","59_57","59_1","57_1",-4,1,0,0,"Right_lead","Male","Male","surrender",92
"5499","59","57","Male","Male",21,22,"Stim\r09y02g05b02.jpeg","Stim\r16y21g04b04.jpeg",9,16,2,21,5,4,2,4,-2,1,-1,0,1,0,1,1.115,1.978,1.399,0,1,"grøn","59_57","59_1","57_1",-1,1,0,0,"Left_lead","Male","Male","stick",95
"5500","59","57","Male","Male",21,22,"Stim\r15y16g12b03.jpeg","Stim\r04y16g13b13.jpeg",15,4,16,16,12,13,3,13,-2,1,0,-1,0,1,0,1.012,0.796,0,0.957,1,"grøn","59_57","59_1","57_1",1,1,0,0,"Right_lead","Male","Male","surrender",96
"5501","59","57","Male","Male",21,22,"Stim\r05y40g33b16.jpeg","Stim\r12y09g30b18.jpeg",5,12,40,9,33,30,16,18,-1,1,-1,0,1,0,1,0.939,1.102,1.662,0,1,"grøn","59_57","59_1","57_1",-3,1,0,0,"Left_lead","Male","Male","stick",97
"5504","59","58","Male","Female",21,21,"Stim\r12y07g16b25.jpeg","Stim\r09y06g26b32.jpeg",12,9,7,6,16,26,25,32,-4,3,0,-1,1,0,1,1.595,1.823,0,5.845,2,"rød","59_58","59_2","58_2",-3,1,0,0,"Right_lead","Female","Male","surrender",3
"5507","59","58","Male","Female",21,21,"Stim\r10y03g03b07.jpeg","Stim\r11y13g22b35.jpeg",10,11,3,13,3,22,7,35,-3,3,1,0,0,1,1,1.041,1.871,4.382,0,2,"rød","59_58","59_2","58_2",1,1,0,1,"Left_lead","Male","Female","surrender",6
"5518","59","58","Male","Female",21,21,"Stim\r20y04g39b23.jpeg","Stim\r17y07g07b24.jpeg",20,17,4,7,39,7,23,24,-2,3,1,0,1,0,0,1.046,1.744,1.277,0,2,"rød","59_58","59_2","58_2",-3,1,0,1,"Left_lead","Male","Female","surrender",17
"5522","59","58","Male","Female",21,21,"Stim\r03y03g02b05.jpeg","Stim\r05y28g23b30.jpeg",3,5,3,28,2,23,5,30,-2,4,1,0,0,1,1,1.309,1.607,1.239,0,2,"rød","59_58","59_2","58_2",2,1,0,1,"Left_lead","Male","Female","surrender",21
"5523","59","58","Male","Female",21,21,"Stim\r18y13g28b06.jpeg","Stim\r17y20g40b07.jpeg",18,17,13,20,28,40,6,7,-2,3,0,-1,1,0,1,0.909,1.25,0,5.121,2,"rød","59_58","59_2","58_2",-1,1,0,0,"Right_lead","Female","Male","surrender",22
"5535","59","58","Male","Female",21,21,"Stim\r14y08g21b39.jpeg","Stim\r15y17g24b30.jpeg",14,15,8,17,21,24,39,30,-4,2,0,-1,1,0,1,1.365,1.845,0,1.969,2,"blå","59_58","59_2","58_2",-9,1,0,0,"Right_lead","Female","Male","surrender",34
"5536","59","58","Male","Female",21,21,"Stim\r03y06g12b09.jpeg","Stim\r17y11g38b07.jpeg",3,17,6,11,12,38,9,7,-2,2,0,-1,1,0,1,0.945,1.808,0,2.046,2,"blå","59_58","59_2","58_2",-2,1,0,0,"Right_lead","Female","Male","surrender",35
"5537","59","58","Male","Female",21,21,"Stim\r19y10g06b15.jpeg","Stim\r22y35g09b11.jpeg",19,22,10,35,6,9,15,11,-2,1,0,-1,1,0,1,2.025,1.517,0,3.395,2,"blå","59_58","59_2","58_2",-4,1,0,0,"Right_lead","Female","Male","surrender",36
"5543","59","58","Male","Female",21,21,"Stim\r06y19g29b08.jpeg","Stim\r10y03g03b07.jpeg",6,10,19,3,29,3,8,7,-1,3,1,0,1,0,0,1.622,1.668,1.216,0,2,"blå","59_58","59_2","58_2",-1,1,0,1,"Left_lead","Male","Female","surrender",42
"5544","59","58","Male","Female",21,21,"Stim\r09y06g26b32.jpeg","Stim\r06y14g31b25.jpeg",9,6,6,14,26,31,32,25,-3,2,0,-1,1,0,1,1.231,1.81,0,2.641,2,"blå","59_58","59_2","58_2",-7,1,0,0,"Right_lead","Female","Male","surrender",43
"5545","59","58","Male","Female",21,21,"Stim\r11y26g25b38.jpeg","Stim\r10y13g07b36.jpeg",11,10,26,13,25,7,38,36,-3,3,0,-1,1,0,1,1.204,1.683,0,2.012,2,"blå","59_58","59_2","58_2",-2,1,0,0,"Right_lead","Female","Male","surrender",44
"5548","59","58","Male","Female",21,21,"Stim\r02y19g24b04.jpeg","Stim\r08y12g20b03.jpeg",2,8,19,12,24,20,4,3,-2,1,0,-1,1,0,1,2.139,2.035,0,2.523,2,"blå","59_58","59_2","58_2",-1,1,0,0,"Right_lead","Female","Male","surrender",47
"5551","59","58","Male","Female",21,21,"Stim\r08y23g10b29.jpeg","Stim\r15y16g12b03.jpeg",8,15,23,16,10,12,29,3,-3,3,0,-1,1,0,1,1.014,1.393,0,2.056,2,"gul","59_58","59_2","58_2",-7,1,0,0,"Right_lead","Female","Male","surrender",50
"5554","59","58","Male","Female",21,21,"Stim\r10y03g03b07.jpeg","Stim\r21y01g04b27.jpeg",10,21,3,1,3,4,7,27,-3,1,-1,0,1,0,1,1.253,2.051,1.255,0,2,"gul","59_58","59_2","58_2",-2,1,0,0,"Left_lead","Male","Female","stick",53
"5555","59","58","Male","Female",21,21,"Stim\r12y07g16b25.jpeg","Stim\r16y09g06b10.jpeg",12,16,7,9,16,6,25,10,-1,2,0,-1,0,1,0,1.878,2.875,0,3.97,2,"gul","59_58","59_2","58_2",2,1,0,0,"Right_lead","Female","Male","surrender",54
"5557","59","58","Male","Female",21,21,"Stim\r15y16g12b03.jpeg","Stim\r09y17g32b21.jpeg",15,9,16,17,12,32,3,21,-3,2,-1,0,0,1,0,1.056,1.802,1.661,0,2,"gul","59_58","59_2","58_2",1,1,0,0,"Left_lead","Male","Female","stick",56
"5560","59","58","Male","Female",21,21,"Stim\r17y12g19b18.jpeg","Stim\r11y10g06b19.jpeg",17,11,12,10,19,6,18,19,1,-3,0,1,0,1,0,1.549,2.453,0,4.133,2,"gul","59_58","59_2","58_2",-2,0,1,1,"Right_lead","Female","Male","surrender",59
"5561","59","58","Male","Female",21,21,"Stim\r15y05g12b10.jpeg","Stim\r16y09g06b10.jpeg",15,16,5,9,12,6,10,10,-1,2,0,-1,0,1,0,2.102,1.448,0,4.972,2,"gul","59_58","59_2","58_2",4,1,0,0,"Right_lead","Female","Male","surrender",60
"5562","59","58","Male","Female",21,21,"Stim\r14y08g21b39.jpeg","Stim\r10y07g11b10.jpeg",14,10,8,7,21,11,39,10,-1,1,-1,0,1,0,1,1.02,1.45,2.278,0,2,"gul","59_58","59_2","58_2",-1,1,0,0,"Left_lead","Male","Female","stick",61
"5566","59","58","Male","Female",21,21,"Stim\r04y16g13b13.jpeg","Stim\r06y14g31b25.jpeg",4,6,16,14,13,31,13,25,-3,3,0,-1,1,0,1,1.011,2.102,0,2.622,2,"gul","59_58","59_2","58_2",-2,1,0,0,"Right_lead","Female","Male","surrender",65
"5567","59","58","Male","Female",21,21,"Stim\r02y19g24b04.jpeg","Stim\r09y17g32b21.jpeg",2,9,19,17,24,32,4,21,-2,3,1,0,1,0,0,2.561,1.489,1.122,0,2,"gul","59_58","59_2","58_2",-2,1,0,1,"Left_lead","Male","Female","surrender",66
"5568","59","58","Male","Female",21,21,"Stim\r13y33g08b23.jpeg","Stim\r10y37g07b02.jpeg",13,10,33,37,8,7,23,2,-2,4,1,0,0,1,1,1.237,1.717,1.316,0,2,"gul","59_58","59_2","58_2",4,1,0,1,"Left_lead","Male","Female","surrender",67
"5572","59","58","Male","Female",21,21,"Stim\r18y19g14b27.jpeg","Stim\r09y15g18b07.jpeg",18,9,19,15,14,18,27,7,-1,2,0,-1,1,0,1,1.479,1.558,0,2.982,2,"gul","59_58","59_2","58_2",-4,1,0,0,"Right_lead","Female","Male","surrender",71
"5578","59","58","Male","Female",21,21,"Stim\r02y10g14b11.jpeg","Stim\r14y10g15b15.jpeg",2,14,10,10,14,15,11,15,-2,3,1,0,0,1,1,1.131,1.993,3.917,0,2,"grøn","59_58","59_2","58_2",1,1,0,1,"Left_lead","Male","Female","surrender",77
